1.764095020299e-02,6.753603331856e-03,5.103586858614e-02,-2.766161855477e-01
1.839672126454e-02,-1.052581938961e-02,5.316174786260e-02,-2.770656390430e-01
2.014531436691e-02,-3.260293463017e-03,4.782041931632e-02,-2.556241901661e-01
2.393587986556e-02,-7.248199206241e-03,5.103115503379e-02,-3.336960471795e-01
2.318010880401e-02,3.475983148489e-03,4.890527575734e-02,-2.936676942627e-01
2.647237227744e-02,7.154200157666e-03,4.162984135028e-02,-2.906894765478e-01
3.263925270123e-02,1.797254845404e-02,4.095721856643e-02,-3.845733359122e-01
3.407241313810e-02,1.121555705691e-02,4.191995150368e-02,-4.216865607632e-01
3.526795205856e-02,2.344416800750e-02,3.553093511423e-02,-3.870671614768e-01
3.940506685281e-02,7.739573908423e-03,3.782773505014e-02,-4.391098798695e-01
4.062628132590e-02,2.110692632850e-02,3.092412584731e-02,-3.668541927918e-01
4.333023568328e-02,1.215932362655e-02,3.225819284598e-02,-4.056693632590e-01
2.111727941501e-02,1.316701660934e-02,3.816933914668e-02,-1.983074162239e-01
1.646738120932e-02,1.276641978353e-02,4.544477355374e-02,-2.003302596363e-01
2.820412321677e-02,2.539562755993e-02,3.432039981349e-02,-2.441891590558e-01
2.137928520153e-02,2.288834963903e-02,4.567730781207e-02,-2.425807241656e-01
1.806467821409e-02,1.344103346085e-02,3.056364476766e-02,-1.550702514016e-01
2.557542385944e-02,1.992400800647e-02,3.974668326570e-02,-2.555949022146e-01
1.047068583647e-02,2.056825019240e-02,5.012748608463e-02,-1.606120502278e-01
1.727328703738e-02,1.940897842526e-02,4.877063357812e-02,-2.593542600476e-01
2.205367427062e-02,3.756012971238e-02,3.319433399395e-02,-2.096789820404e-01
2.485303980313e-02,3.184947086799e-02,3.739962384018e-02,-2.449649648956e-01
1.915311897603e-02,2.954442680777e-02,4.283794993821e-02,-2.605842085662e-01
7.193065653099e-03,2.610740879342e-02,4.799689325582e-02,-1.194312589714e-01
1.176950062851e-02,3.160421419503e-02,4.380068287546e-02,-1.705871300249e-01
3.461685921954e-03,2.473201100430e-02,4.435257480826e-02,-4.747519744991e-02
2.497307193543e-02,3.678217009177e-03,3.402414697126e-02,-2.206339934030e-01
1.990629315104e-02,7.428217009177e-03,2.719219291453e-02,-1.586090143504e-01
2.267169363654e-02,1.088532590563e-02,2.104844182847e-02,-1.463420760499e-01
1.670917595245e-02,-1.680826278439e-02,5.219409221652e-02,-2.212711960781e-01
1.168068186280e-02,-6.537913646383e-03,5.160583428576e-02,-1.365429945687e-01
1.132853558252e-02,-3.260293463017e-03,4.693516440069e-02,-1.084425586445e-01
3.461685921954e-03,1.591523221992e-02,4.346731989263e-02,-4.174877687223e-02
6.739306105320e-03,1.392569155067e-02,4.845644820088e-02,-9.501303737441e-02
1.083834900208e-02,3.277620183366e-03,4.937687334822e-02,-1.215682004849e-01
9.664780008405e-03,9.290436635043e-03,4.378577831581e-02,-1.001498115488e-01
-2.696057806055e-03,1.451290719304e-02,4.532381972043e-02,4.121723877167e-02
-2.696057806055e-03,2.332968597743e-02,4.620907463606e-02,2.408392204178e-02
7.912875098990e-03,-3.277620183366e-03,5.478169548885e-02,-1.059300928381e-01
3.277620183366e-03,7.912875098990e-03,5.478169548885e-02,-2.621864036583e-02
7.912875098990e-03,3.277620183366e-03,5.478169548885e-02,-1.081527484925e-01
-6.194277322985e-03,2.493106903797e-02,4.980036066788e-02,6.484274128636e-02
-5.973677989421e-03,1.252336652379e-02,5.031294802868e-02,7.783647416080e-02
-9.471897506351e-03,1.939191043694e-02,5.193095349668e-02,1.133690998241e-01
-3.277620183366e-03,7.912875098990e-03,5.478169548885e-02,2.526066205213e-02
-1.616671194218e-02,1.847673716518e-02,5.056240982065e-02,2.327815468568e-01
3.277620183366e-03,-7.912875098990e-03,5.478169548885e-02,-2.961317947905e-02
9.993136550708e-03,-1.745561195679e-02,5.365402638411e-02,-9.722655065841e-02
7.045426947177e-03,-1.117316856201e-02,5.160583428576e-02,-6.966318889024e-02
-7.912875098990e-03,3.277620183366e-03,5.478169548885e-02,9.064652065289e-02
4.276057659944e-02,2.800537400108e-02,2.172155508278e-02,-2.566485437831e-01
3.882386503260e-02,2.358448588545e-02,2.439403561255e-02,-2.671875547085e-01
2.801227648723e-02,2.017693181779e-02,1.803582425262e-02,-1.493840863181e-01
2.080998955015e-02,1.994372291682e-02,2.520725327226e-02,-1.517734960835e-01
2.649129010840e-02,2.514132561876e-02,2.738666419907e-02,-1.875470454601e-01
2.303917801678e-02,1.738801536160e-02,1.998392733352e-02,-1.379143182915e-01
3.175270265689e-02,2.566742562328e-02,2.206710926504e-02,-1.838274160824e-01
4.044439293867e-02,3.382030249774e-02,1.855507872871e-02,-2.075603925417e-01
3.489530870606e-02,3.521549079989e-02,1.879699502209e-02,-1.791686836693e-01
2.379238501849e-02,3.692236282209e-02,2.768454573089e-02,-1.837316572203e-01
3.450132403607e-02,4.042228089569e-02,1.964468207399e-02,-1.882689431726e-01
3.014032999111e-02,3.148350204106e-02,1.963654502866e-02,-1.519688888026e-01
2.865981289699e-02,4.265525292242e-02,2.321267784876e-02,-1.672577128711e-01
2.487891744262e-02,3.095740203654e-02,2.495609996269e-02,-1.582280870686e-01
